City_Name,District_Name,Areas
Tenali,Guntur,"Chenchupet, Sultanabad, Ithanagar, Pedaravuru, Ramalingeswara Pet, Autonagar, Salipet, Morrispet, Nazerpet, Ganganamma Peta"
Mangalagiri,Guntur,"Mangalagiri Main Bazar, Mangalagiri RTC Bus Stand Area, NGO Colony, Revenue Colony, Maruthi Nagar, Santhi Nagar"
Ponnur,Guntur,"Ponnur Main Bazar, Ponnur RTC Bus Stand Area, Ponnur Main Road, NGO Colony, Santhi Nagar, Bhavani Nagar, Sai Nagar, Revenue Colony, Gandhi Nagar, Ponnur Railway Station Area, Maruthi Nagar"
Repalle,Guntur,"Repalle Main Bazar, Repalle RTC Bus Stand Area, Revenue Colony, Maruthi Nagar, Gandhi Nagar, Repalle Police Station Road, Repalle Main Road, NGO Colony, Repalle Railway Station Area"
Tadikonda,Guntur,"Tadikonda Main Bazar, Tadikonda RTC Bus Stand Area, Tadikonda Police Station Road, Revenue Colony, Gandhi Nagar, Kothapeta, Tadikonda Railway Station Area, Sai Nagar, Bhavani Nagar"
Pedakakani,Guntur,"Pedakakani Main Bazar, Pedakakani RTC Bus Stand Area, Santhi Nagar, Gandhi Nagar, Pedakakani Police Station Road, Maruthi Nagar, Pedakakani Railway Station Area, Sai Nagar"
Duggirala,Guntur,"Duggirala Main Bazar, Duggirala RTC Bus Stand Area, Kothapeta, Revenue Colony, Gandhi Nagar, Bhavani Nagar, Duggirala Railway Station Area, NGO Colony, Maruthi Nagar"
Kollipara,Guntur,"Kollipara Main Bazar, Kollipara RTC Bus Stand Area, Santhi Nagar, NGO Colony, Kollipara Railway Station Area, Bhavani Nagar, Kollipara Main Road, Maruthi Nagar, Revenue Colony, Gandhi Nagar"
Kolluru,Guntur,"Kolluru Main Bazar, Kolluru RTC Bus Stand Area, Santhi Nagar, Maruthi Nagar, Kolluru Police Station Road, Kolluru Railway Station Area, NGO Colony, Sai Nagar, Revenue Colony, Kolluru Main Road"
Tsundur,Guntur,"Tsundur Main Bazar, Tsundur RTC Bus Stand Area, Tsundur Main Road, Maruthi Nagar, Santhi Nagar, Sai Nagar, Tsundur Police Station Road, Revenue Colony, NGO Colony, Gandhi Nagar"
Amruthalur,Guntur,"Amruthalur Main Bazar, Amruthalur RTC Bus Stand Area, Amruthalur Main Road, Sai Nagar, Maruthi Nagar, Kothapeta, Gandhi Nagar, Amruthalur Police Station Road, NGO Colony"
Vemuru,Guntur,"Vemuru Main Bazar, Vemuru RTC Bus Stand Area, NGO Colony, Vemuru Main Road, Vemuru Railway Station Area, Maruthi Nagar, Sai Nagar, Santhi Nagar, Bhavani Nagar"
Bhattiprolu,Guntur,"Bhattiprolu Main Bazar, Bhattiprolu RTC Bus Stand Area, Santhi Nagar, NGO Colony, Bhattiprolu Railway Station Area, Bhattiprolu Police Station Road, Gandhi Nagar, Bhattiprolu Main Road, Kothapeta"
Karamchedu,Guntur,"Karamchedu Main Bazar, Karamchedu RTC Bus Stand Area, Gandhi Nagar, NGO Colony, Maruthi Nagar, Bhavani Nagar, Kothapeta, Sai Nagar"
Inkollu,Guntur,"Inkollu Main Bazar, Inkollu RTC Bus Stand Area, Revenue Colony, Inkollu Police Station Road, Sai Nagar, Kothapeta, NGO Colony, Bhavani Nagar, Inkollu Railway Station Area, Maruthi Nagar"
Martur,Guntur,"Martur Main Bazar, Martur RTC Bus Stand Area, Revenue Colony, Kothapeta, NGO Colony, Bhavani Nagar"
Vetapalem,Guntur,"Vetapalem Main Bazar, Vetapalem RTC Bus Stand Area, Santhi Nagar, Bhavani Nagar, Kothapeta, Gandhi Nagar, NGO Colony, Vetapalem Railway Station Area, Maruthi Nagar, Revenue Colony"
Chirala,Guntur,"Chirala Main Bazar, Chirala RTC Bus Stand Area, Kothapeta, Santhi Nagar, Sai Nagar, Gandhi Nagar, NGO Colony, Chirala Police Station Road"
Perala,Guntur,"Perala Main Bazar, Perala RTC Bus Stand Area, Gandhi Nagar, Perala Main Road, Santhi Nagar, Maruthi Nagar, Perala Railway Station Area, Bhavani Nagar, Kothapeta"
Narasaraopet,Guntur,"Kesanapalle, Jonnalagadda, Kakani, Ravipadu, Lingamguntla, Palapadu, Kotappakonda Road, Swathi Center"
Sattenapalle,Guntur,"Sattenapalle Main Bazar, Sattenapalle RTC Bus Stand Area, Sattenapalle Police Station Road, Sai Nagar, NGO Colony"
Piduguralla,Guntur,"Piduguralla Main Bazar, Piduguralla RTC Bus Stand Area, Sai Nagar, Piduguralla Railway Station Area, Maruthi Nagar, Santhi Nagar, Piduguralla Main Road, Revenue Colony, Piduguralla Police Station Road"
Gurazala,Guntur,"Gurazala Main Bazar, Gurazala RTC Bus Stand Area, Kothapeta, Santhi Nagar, Bhavani Nagar, Maruthi Nagar, Revenue Colony, Gurazala Railway Station Area, Gurazala Main Road"
Vinukonda,Guntur,"Vinukonda Main Bazar, Vinukonda RTC Bus Stand Area, Santhi Nagar, Bhavani Nagar, Gandhi Nagar, Vinukonda Police Station Road, Vinukonda Railway Station Area, Kothapeta, Maruthi Nagar"
Macherla,Guntur,"Macherla Main Bazar, Macherla RTC Bus Stand Area, Gandhi Nagar, Sai Nagar, Macherla Main Road, Bhavani Nagar, Macherla Railway Station Area, Revenue Colony, Kothapeta"
Rentachintala,Guntur,"Rentachintala Main Bazar, Rentachintala RTC Bus Stand Area, Bhavani Nagar, Maruthi Nagar, Rentachintala Railway Station Area, Gandhi Nagar, Sai Nagar, Kothapeta, Revenue Colony"
Bellamkonda,Guntur,"Bellamkonda Main Bazar, Bellamkonda RTC Bus Stand Area, Bellamkonda Police Station Road, Revenue Colony, NGO Colony, Bhavani Nagar, Sai Nagar, Gandhi Nagar, Kothapeta, Bellamkonda Main Road, Bellamkonda Railway Station Area"
Rajupalem,Guntur,"Rajupalem Main Bazar, Rajupalem RTC Bus Stand Area, Santhi Nagar, Rajupalem Railway Station Area, Rajupalem Main Road, Gandhi Nagar, Bhavani Nagar, Kothapeta, Revenue Colony"
Nadendla,Guntur,"Nadendla Main Bazar, Nadendla RTC Bus Stand Area, NGO Colony, Kothapeta, Nadendla Railway Station Area, Santhi Nagar, Maruthi Nagar, Nadendla Police Station Road, Gandhi Nagar"
Phirangipuram,Guntur,"Phirangipuram Main Bazar, Phirangipuram RTC Bus Stand Area, Santhi Nagar, Maruthi Nagar, Phirangipuram Police Station Road, Gandhi Nagar, NGO Colony, Phirangipuram Main Road, Revenue Colony"
Prathipadu,Guntur,"Prathipadu Main Bazar, Prathipadu RTC Bus Stand Area, Santhi Nagar, Gandhi Nagar, Prathipadu Police Station Road, Maruthi Nagar"
Edlapadu,Guntur,"Edlapadu Main Bazar, Edlapadu RTC Bus Stand Area, Bhavani Nagar, NGO Colony, Revenue Colony, Sai Nagar, Santhi Nagar, Edlapadu Railway Station Area"
Nekarikallu,Guntur,"Nekarikallu Main Bazar, Nekarikallu RTC Bus Stand Area, Nekarikallu Main Road, Nekarikallu Railway Station Area, Maruthi Nagar, Nekarikallu Police Station Road, Gandhi Nagar, NGO Colony, Sai Nagar, Kothapeta"
Krosuru,Guntur,"Krosuru Main Bazar, Krosuru RTC Bus Stand Area, Sai Nagar, Gandhi Nagar, Krosuru Main Road, Krosuru Police Station Road"
Pedakurapadu,Guntur,"Pedakurapadu Main Bazar, Pedakurapadu RTC Bus Stand Area, Revenue Colony, Maruthi Nagar, Pedakurapadu Railway Station Area, Pedakurapadu Police Station Road, Pedakurapadu Main Road, Sai Nagar"
Kakinada,Kakinada,"Ramanayapeta, Gandhi Nagar, Sarpavaram Junction, Rama Rao Peta, Vakalapudi, Thimmapuram, Turangi, Rayudupalem, Rameswaram, Bhanugudi Junction, Cinema Road, NFCL Road, Pratap Nagar, Gaigolupadu, Jagannaickpur"
Samalkot,Kakinada,"Samalkot Main Bazar, Samalkot RTC Bus Stand Area, Santhi Nagar, Sai Nagar, Samalkot Police Station Road, Samalkot Railway Station Area, NGO Colony, Samalkot Main Road"
Peddapuram,Kakinada,"Peddapuram Main Bazar, Peddapuram RTC Bus Stand Area, Revenue Colony, Peddapuram Police Station Road, Bhavani Nagar, Sai Nagar, Santhi Nagar, NGO Colony"
Pitapuram,Kakinada,"Pitapuram Main Bazar, Pitapuram RTC Bus Stand Area, Gandhi Nagar, Santhi Nagar, Maruthi Nagar, Pitapuram Railway Station Area, Pitapuram Police Station Road, Bhavani Nagar, Sai Nagar"
Tuni,Kakinada,"Tuni Main Bazar, Tuni RTC Bus Stand Area, Revenue Colony, Sai Nagar, Santhi Nagar, Gandhi Nagar, Tuni Railway Station Area, Maruthi Nagar, Tuni Main Road"
Gollaprolu,Kakinada,"Gollaprolu Main Bazar, Gollaprolu RTC Bus Stand Area, Bhavani Nagar, Maruthi Nagar, Gollaprolu Main Road, Kothapeta, Gollaprolu Railway Station Area, Santhi Nagar, Revenue Colony, NGO Colony, Sai Nagar"
Prathipadu,Kakinada,"Prathipadu Main Bazar, Prathipadu RTC Bus Stand Area, Santhi Nagar, Gandhi Nagar, Prathipadu Police Station Road, Maruthi Nagar"
Yeleswaram,Kakinada,"Yeleswaram Main Bazar, Yeleswaram RTC Bus Stand Area, Santhi Nagar, Sai Nagar, Gandhi Nagar, Bhavani Nagar, Revenue Colony, NGO Colony"
Jaggampeta,Kakinada,"Jaggampeta Main Bazar, Jaggampeta RTC Bus Stand Area, Bhavani Nagar, Maruthi Nagar, Santhi Nagar, Jaggampeta Railway Station Area, Kothapeta, Jaggampeta Police Station Road, Gandhi Nagar"
Kirlampudi,Kakinada,"Kirlampudi Main Bazar, Kirlampudi RTC Bus Stand Area, Santhi Nagar, Revenue Colony, Kothapeta, Gandhi Nagar, Kirlampudi Railway Station Area, Bhavani Nagar, Kirlampudi Main Road, Sai Nagar, Kirlampudi Police Station Road"
Rowthulapudi,Kakinada,"Rowthulapudi Main Bazar, Rowthulapudi RTC Bus Stand Area, Rowthulapudi Main Road, Revenue Colony, Rowthulapudi Police Station Road"
Thondangi,Kakinada,"Thondangi Main Bazar, Thondangi RTC Bus Stand Area, Santhi Nagar, Maruthi Nagar, NGO Colony, Bhavani Nagar, Thondangi Main Road, Sai Nagar, Revenue Colony"
Sankhavaram,Kakinada,"Sankhavaram Main Bazar, Sankhavaram RTC Bus Stand Area, Revenue Colony, Sai Nagar, Sankhavaram Police Station Road, Gandhi Nagar, Sankhavaram Main Road, Bhavani Nagar, Kothapeta, Santhi Nagar"
Kotananduru,Kakinada,"Kotananduru Main Bazar, Kotananduru RTC Bus Stand Area, Revenue Colony, NGO Colony, Kotananduru Police Station Road, Kothapeta, Kotananduru Main Road, Kotananduru Railway Station Area, Gandhi Nagar, Bhavani Nagar"
U Kothapalli,Kakinada,"U Kothapalli Main Bazar, U Kothapalli RTC Bus Stand Area, NGO Colony, Bhavani Nagar, Maruthi Nagar, U Kothapalli Police Station Road, Santhi Nagar, U Kothapalli Railway Station Area, Gandhi Nagar, U Kothapalli Main Road, Kothapeta"
Karapa,Kakinada,"Karapa Main Bazar, Karapa RTC Bus Stand Area, Revenue Colony, Karapa Railway Station Area, Kothapeta, Gandhi Nagar, Karapa Police Station Road, Maruthi Nagar, Sai Nagar"
Kajuluru,Kakinada,"Kajuluru Main Bazar, Kajuluru RTC Bus Stand Area, Maruthi Nagar, Kajuluru Police Station Road, Kajuluru Railway Station Area, Gandhi Nagar, Santhi Nagar, NGO Colony, Kothapeta, Sai Nagar"
Tallarevu,Kakinada,"Tallarevu Main Bazar, Tallarevu RTC Bus Stand Area, Kothapeta, Sai Nagar, Gandhi Nagar, Revenue Colony, Tallarevu Police Station Road, Santhi Nagar, Tallarevu Railway Station Area"
Pithapuram,Kakinada,"Pithapuram Main Bazar, Pithapuram RTC Bus Stand Area, Pithapuram Police Station Road, NGO Colony, Kothapeta, Maruthi Nagar, Santhi Nagar, Bhavani Nagar, Gandhi Nagar"
Pedapudi,Kakinada,"Pedapudi Main Bazar, Pedapudi RTC Bus Stand Area, Revenue Colony, Gandhi Nagar, Sai Nagar, Santhi Nagar, Pedapudi Main Road, Pedapudi Railway Station Area, Kothapeta"
Kakinada Rural,Kakinada,"Kakinada Rural Main Bazar, Kakinada Rural RTC Bus Stand Area, Kothapeta, Maruthi Nagar, Kakinada Rural Police Station Road"
Samalkot Rural,Kakinada,"Samalkot Rural Main Bazar, Samalkot Rural RTC Bus Stand Area, Gandhi Nagar, Samalkot Rural Main Road, Sai Nagar, Kothapeta, NGO Colony"
Peddapuram Rural,Kakinada,"Peddapuram Rural Main Bazar, Peddapuram Rural RTC Bus Stand Area, Santhi Nagar, NGO Colony, Peddapuram Rural Main Road, Revenue Colony, Maruthi Nagar, Peddapuram Rural Railway Station Area"
Machilipatnam,Krishna,"Godugupet, Chilakalapudi, Robertsonpet, Buttayapet, Sukarlabad, Edepalli, Parasupeta, Ramanaidupeta, Kennedy Road"
Gudivada,Krishna,"Santhi Nagar, Laxmi Nagar Colony, Gangadharapuram, Vuyyuru Road, Rajendra Nagar, Satyanarayanapuram, Nehru Chowk"
Avanigadda,Krishna,"Avanigadda Main Bazar, Avanigadda RTC Bus Stand Area, NGO Colony, Maruthi Nagar, Avanigadda Police Station Road, Avanigadda Main Road"
Pedana,Krishna,"Pedana Main Bazar, Pedana RTC Bus Stand Area, Bhavani Nagar, Pedana Railway Station Area, Santhi Nagar, NGO Colony, Pedana Police Station Road"
Challapalli,Krishna,"Challapalli Main Bazar, Challapalli RTC Bus Stand Area, Challapalli Main Road, NGO Colony, Santhi Nagar, Maruthi Nagar"
Nandigama,Krishna,"Nandigama Main Bazar, Nandigama RTC Bus Stand Area, Nandigama Main Road, Bhavani Nagar, Sai Nagar, Revenue Colony, Nandigama Police Station Road"
Jaggayyapeta,Krishna,"Jaggayyapeta Main Bazar, Jaggayyapeta RTC Bus Stand Area, Santhi Nagar, Bhavani Nagar, Kothapeta, NGO Colony"
Vuyyuru,Krishna,"Vuyyuru Main Bazar, Vuyyuru RTC Bus Stand Area, Vuyyuru Police Station Road, Bhavani Nagar, Kothapeta, NGO Colony, Vuyyuru Main Road, Sai Nagar, Santhi Nagar"
Kaikaluru,Krishna,"Kaikaluru Main Bazar, Kaikaluru RTC Bus Stand Area, Bhavani Nagar, Maruthi Nagar, Sai Nagar, Kaikaluru Railway Station Area, Kothapeta, Revenue Colony, Gandhi Nagar"
Gudlavalleru,Krishna,"Gudlavalleru Main Bazar, Gudlavalleru RTC Bus Stand Area, Gudlavalleru Main Road, Gudlavalleru Police Station Road, Gudlavalleru Railway Station Area, NGO Colony, Maruthi Nagar, Revenue Colony"
Bantumilli,Krishna,"Bantumilli Main Bazar, Bantumilli RTC Bus Stand Area, Bantumilli Main Road, Sai Nagar, Gandhi Nagar, Kothapeta, NGO Colony, Bantumilli Railway Station Area"
Pamarru,Krishna,"Pamarru Main Bazar, Pamarru RTC Bus Stand Area, Bhavani Nagar, NGO Colony, Pamarru Police Station Road, Pamarru Main Road"
Movva,Krishna,"Movva Main Bazar, Movva RTC Bus Stand Area, Gandhi Nagar, Revenue Colony, Sai Nagar, Movva Railway Station Area, Santhi Nagar, Bhavani Nagar, Kothapeta"
Ghantasala,Krishna,"Ghantasala Main Bazar, Ghantasala RTC Bus Stand Area, Ghantasala Police Station Road, Kothapeta, Gandhi Nagar, Bhavani Nagar"
Koduru,Krishna,"Koduru Main Bazar, Koduru RTC Bus Stand Area, Maruthi Nagar, NGO Colony, Koduru Main Road, Kothapeta, Santhi Nagar, Koduru Police Station Road, Revenue Colony"
Kruthivennu,Krishna,"Kruthivennu Main Bazar, Kruthivennu RTC Bus Stand Area, Bhavani Nagar, Maruthi Nagar, NGO Colony, Revenue Colony, Kruthivennu Railway Station Area, Gandhi Nagar, Kruthivennu Police Station Road"
Nagayalanka,Krishna,"Nagayalanka Main Bazar, Nagayalanka RTC Bus Stand Area, Nagayalanka Police Station Road, Santhi Nagar, NGO Colony, Maruthi Nagar, Sai Nagar, Revenue Colony, Nagayalanka Main Road, Kothapeta"
Mopidevi,Krishna,"Mopidevi Main Bazar, Mopidevi RTC Bus Stand Area, Revenue Colony, Mopidevi Railway Station Area, Sai Nagar, NGO Colony, Mopidevi Police Station Road, Mopidevi Main Road"
Pedaparupudi,Krishna,"Pedaparupudi Main Bazar, Pedaparupudi RTC Bus Stand Area, Pedaparupudi Main Road, NGO Colony, Pedaparupudi Police Station Road, Gandhi Nagar, Santhi Nagar"
Mandavalli,Krishna,"Mandavalli Main Bazar, Mandavalli RTC Bus Stand Area, Sai Nagar, NGO Colony, Mandavalli Police Station Road, Maruthi Nagar, Santhi Nagar, Kothapeta, Gandhi Nagar"
Mudinepalli,Krishna,"Mudinepalli Main Bazar, Mudinepalli RTC Bus Stand Area, Sai Nagar, NGO Colony, Kothapeta, Mudinepalli Police Station Road, Revenue Colony, Mudinepalli Railway Station Area, Bhavani Nagar"
Kalidindi,Krishna,"Kalidindi Main Bazar, Kalidindi RTC Bus Stand Area, Kalidindi Police Station Road, Kalidindi Main Road, Sai Nagar, Maruthi Nagar, Kalidindi Railway Station Area, Kothapeta, NGO Colony, Bhavani Nagar"
Veerullapadu,Krishna,"Veerullapadu Main Bazar, Veerullapadu RTC Bus Stand Area, Veerullapadu Police Station Road, Veerullapadu Railway Station Area, Veerullapadu Main Road, Maruthi Nagar, Revenue Colony"
Tiruvuru,Krishna,"Tiruvuru Main Bazar, Tiruvuru RTC Bus Stand Area, NGO Colony, Tiruvuru Railway Station Area, Kothapeta, Revenue Colony, Bhavani Nagar, Tiruvuru Main Road"
A Konduru,Krishna,"A Konduru Main Bazar, A Konduru RTC Bus Stand Area, Maruthi Nagar, Bhavani Nagar, Kothapeta, Sai Nagar, NGO Colony, A Konduru Railway Station Area, A Konduru Main Road, Gandhi Nagar, Revenue Colony"
Gampalagudem,Krishna,"Gampalagudem Main Bazar, Gampalagudem RTC Bus Stand Area, Maruthi Nagar, Gampalagudem Police Station Road, Sai Nagar, Revenue Colony, Santhi Nagar, Gampalagudem Railway Station Area, Gandhi Nagar"
Penuganchiprolu,Krishna,"Penuganchiprolu Main Bazar, Penuganchiprolu RTC Bus Stand Area, Maruthi Nagar, Santhi Nagar, Revenue Colony, Sai Nagar, Penuganchiprolu Railway Station Area"
Vatsavai,Krishna,"Vatsavai Main Bazar, Vatsavai RTC Bus Stand Area, Vatsavai Railway Station Area, Sai Nagar, Vatsavai Main Road, Maruthi Nagar"
Chatrai,Krishna,"Chatrai Main Bazar, Chatrai RTC Bus Stand Area, Kothapeta, Bhavani Nagar, Santhi Nagar, Sai Nagar, Chatrai Railway Station Area, Chatrai Police Station Road, Chatrai Main Road, NGO Colony, Revenue Colony, Gandhi Nagar"
Musunuru,Krishna,"Musunuru Main Bazar, Musunuru RTC Bus Stand Area, Sai Nagar, Santhi Nagar, NGO Colony, Bhavani Nagar, Kothapeta, Musunuru Main Road"
Bapulapadu,Krishna,"Bapulapadu Main Bazar, Bapulapadu RTC Bus Stand Area, Bapulapadu Railway Station Area, Gandhi Nagar, NGO Colony, Sai Nagar, Bhavani Nagar, Bapulapadu Main Road, Maruthi Nagar"
Unguturu,Krishna,"Unguturu Main Bazar, Unguturu RTC Bus Stand Area, Santhi Nagar, Gandhi Nagar, Revenue Colony, Kothapeta, Unguturu Railway Station Area, Bhavani Nagar"
Gannavaram,Krishna,"Gannavaram Main Bazar, Gannavaram RTC Bus Stand Area, Santhi Nagar, Gannavaram Railway Station Area, Maruthi Nagar, Gannavaram Police Station Road, Sai Nagar, Gannavaram Main Road"
Kankipadu,Krishna,"Kankipadu Main Bazar, Kankipadu RTC Bus Stand Area, Santhi Nagar, Revenue Colony, Bhavani Nagar, Maruthi Nagar, Kankipadu Railway Station Area"
Pamidimukkala,Krishna,"Pamidimukkala Main Bazar, Pamidimukkala RTC Bus Stand Area, Pamidimukkala Police Station Road, NGO Colony, Pamidimukkala Main Road, Santhi Nagar, Revenue Colony"
Markapuram,Markapuram,"Markapuram Main Bazar, Markapuram RTC Bus Stand Area, Maruthi Nagar, Bhavani Nagar, Markapuram Police Station Road, Revenue Colony, NGO Colony"
Yerragondapalem,Markapuram,"Yerragondapalem Main Bazar, Yerragondapalem RTC Bus Stand Area, Maruthi Nagar, Revenue Colony, Yerragondapalem Main Road, Sai Nagar, Bhavani Nagar, Gandhi Nagar, Yerragondapalem Police Station Road, Yerragondapalem Railway Station Area"
Pullalacheruvu,Markapuram,"Pullalacheruvu Main Bazar, Pullalacheruvu RTC Bus Stand Area, Bhavani Nagar, Revenue Colony, NGO Colony, Santhi Nagar, Pullalacheruvu Main Road, Maruthi Nagar, Sai Nagar, Pullalacheruvu Railway Station Area, Pullalacheruvu Police Station Road"
Tripuranthakam,Markapuram,"Tripuranthakam Main Bazar, Tripuranthakam RTC Bus Stand Area, Gandhi Nagar, NGO Colony, Tripuranthakam Railway Station Area, Bhavani Nagar, Maruthi Nagar, Revenue Colony, Tripuranthakam Police Station Road"
Dornala,Markapuram,"Dornala Main Bazar, Dornala RTC Bus Stand Area, Dornala Police Station Road, Kothapeta, Maruthi Nagar, Bhavani Nagar, Dornala Main Road, NGO Colony, Sai Nagar"
Bestavaripeta,Markapuram,"Bestavaripeta Main Bazar, Bestavaripeta RTC Bus Stand Area, Revenue Colony, Maruthi Nagar, NGO Colony, Santhi Nagar, Kothapeta, Bestavaripeta Railway Station Area, Bestavaripeta Main Road, Bhavani Nagar, Gandhi Nagar"
Giddalur,Markapuram,"Giddalur Main Bazar, Giddalur RTC Bus Stand Area, NGO Colony, Santhi Nagar, Gandhi Nagar, Maruthi Nagar, Sai Nagar"
Ardhaveedu,Markapuram,"Ardhaveedu Main Bazar, Ardhaveedu RTC Bus Stand Area, Maruthi Nagar, Revenue Colony, Kothapeta, NGO Colony, Santhi Nagar"
Komarolu,Markapuram,"Komarolu Main Bazar, Komarolu RTC Bus Stand Area, Santhi Nagar, Komarolu Main Road, Revenue Colony, Bhavani Nagar, Gandhi Nagar, Komarolu Railway Station Area, Maruthi Nagar"
Donakonda,Markapuram,"Donakonda Main Bazar, Donakonda RTC Bus Stand Area, Kothapeta, Santhi Nagar, NGO Colony, Revenue Colony, Maruthi Nagar, Sai Nagar, Gandhi Nagar, Donakonda Police Station Road"
Cumbum,Markapuram,"Cumbum Main Bazar, Cumbum RTC Bus Stand Area, Revenue Colony, NGO Colony, Santhi Nagar, Cumbum Police Station Road, Maruthi Nagar, Cumbum Railway Station Area, Bhavani Nagar, Cumbum Main Road"
Tarlupadu,Markapuram,"Tarlupadu Main Bazar, Tarlupadu RTC Bus Stand Area, Tarlupadu Railway Station Area, Bhavani Nagar, Santhi Nagar, Gandhi Nagar, Kothapeta, Sai Nagar, Revenue Colony, Tarlupadu Police Station Road"
Peda Araveedu,Markapuram,"Peda Araveedu Main Bazar, Peda Araveedu RTC Bus Stand Area, Gandhi Nagar, Peda Araveedu Police Station Road, Bhavani Nagar, Revenue Colony, Maruthi Nagar, Kothapeta, Santhi Nagar, NGO Colony, Peda Araveedu Main Road, Peda Araveedu Railway Station Area"
Hanumanthunipadu,Markapuram,"Hanumanthunipadu Main Bazar, Hanumanthunipadu RTC Bus Stand Area, NGO Colony, Kothapeta, Hanumanthunipadu Railway Station Area, Santhi Nagar, Gandhi Nagar"
Konakanamitla,Markapuram,"Konakanamitla Main Bazar, Konakanamitla RTC Bus Stand Area, Maruthi Nagar, Konakanamitla Main Road, Konakanamitla Railway Station Area, Bhavani Nagar, Sai Nagar, Santhi Nagar, NGO Colony"
Podili,Markapuram,"Podili Main Bazar, Podili RTC Bus Stand Area, Revenue Colony, Podili Main Road, Santhi Nagar, Podili Railway Station Area, Kothapeta, Gandhi Nagar, Sai Nagar, Maruthi Nagar"
Racherla,Markapuram,"Racherla Main Bazar, Racherla RTC Bus Stand Area, Racherla Police Station Road, Racherla Main Road, Kothapeta, Racherla Railway Station Area"
Pamur,Markapuram,"Pamur Main Bazar, Pamur RTC Bus Stand Area, Sai Nagar, NGO Colony, Pamur Police Station Road, Bhavani Nagar, Gandhi Nagar, Santhi Nagar"
Veligandla,Markapuram,"Veligandla Main Bazar, Veligandla RTC Bus Stand Area, Kothapeta, Gandhi Nagar, Veligandla Police Station Road, NGO Colony, Veligandla Main Road, Sai Nagar"
Kanigiri,Markapuram,"Kanigiri Main Bazar, Kanigiri RTC Bus Stand Area, Gandhi Nagar, Maruthi Nagar, Kanigiri Main Road, Kanigiri Railway Station Area, Bhavani Nagar"
Marripudi,Markapuram,"Marripudi Main Bazar, Marripudi RTC Bus Stand Area, Marripudi Main Road, Santhi Nagar, Bhavani Nagar, Marripudi Police Station Road"
Ballikurava,Markapuram,"Ballikurava Main Bazar, Ballikurava RTC Bus Stand Area, NGO Colony, Ballikurava Railway Station Area, Santhi Nagar, Maruthi Nagar, Revenue Colony"
Yeddanapudi,Markapuram,"Yeddanapudi Main Bazar, Yeddanapudi RTC Bus Stand Area, Sai Nagar, Yeddanapudi Main Road, Revenue Colony, Yeddanapudi Police Station Road, Kothapeta, Bhavani Nagar, Santhi Nagar, Gandhi Nagar"
Ponnaluru,Markapuram,"Ponnaluru Main Bazar, Ponnaluru RTC Bus Stand Area, Ponnaluru Main Road, Maruthi Nagar, Santhi Nagar, Gandhi Nagar, Revenue Colony, Kothapeta"
Kondapi,Markapuram,"Kondapi Main Bazar, Kondapi RTC Bus Stand Area, Revenue Colony, Sai Nagar, Gandhi Nagar, Kondapi Railway Station Area, NGO Colony"
Vijayawada,NTR,"Benz Circle, Labbipet, Patamata, Auto Nagar, Kanuru, Poranki, Governorpet, Machavaram, Moghalrajpuram, Gunadala, Bhavanipuram, Vidhyadharapuram, Ajit Singh Nagar, Satyanarayanapuram, Suryaraopeta, Ayodhya Nagar, Ramavarappadu, Prasadampadu"
Tiruvuru,NTR,"Tiruvuru Main Bazar, Tiruvuru RTC Bus Stand Area, NGO Colony, Tiruvuru Railway Station Area, Kothapeta, Revenue Colony, Bhavani Nagar, Tiruvuru Main Road"
Nandigama,NTR,"Nandigama Main Bazar, Nandigama RTC Bus Stand Area, Nandigama Main Road, Bhavani Nagar, Sai Nagar, Revenue Colony, Nandigama Police Station Road"
Jaggaiahpet,NTR,"Jaggaiahpet Main Bazar, Jaggaiahpet RTC Bus Stand Area, Gandhi Nagar, Bhavani Nagar, Revenue Colony, NGO Colony, Kothapeta"
Kanchikacherla,NTR,"Kanchikacherla Main Bazar, Kanchikacherla RTC Bus Stand Area, NGO Colony, Maruthi Nagar, Sai Nagar, Kanchikacherla Main Road, Kanchikacherla Police Station Road, Kothapeta"
Ibrahimpatnam,NTR,"Ibrahimpatnam Main Bazar, Ibrahimpatnam RTC Bus Stand Area, Ibrahimpatnam Police Station Road, NGO Colony, Maruthi Nagar, Kothapeta, Ibrahimpatnam Main Road, Santhi Nagar, Gandhi Nagar"
Mylavaram,NTR,"Mylavaram Main Bazar, Mylavaram RTC Bus Stand Area, Revenue Colony, Gandhi Nagar, Mylavaram Railway Station Area, Sai Nagar, Maruthi Nagar, Santhi Nagar, Kothapeta"
G Konduru,NTR,"G Konduru Main Bazar, G Konduru RTC Bus Stand Area, G Konduru Railway Station Area, G Konduru Police Station Road, Sai Nagar, Kothapeta, Bhavani Nagar, NGO Colony, Maruthi Nagar, Gandhi Nagar"
A Konduru,NTR,"A Konduru Main Bazar, A Konduru RTC Bus Stand Area, Maruthi Nagar, Bhavani Nagar, Kothapeta, Sai Nagar, NGO Colony, A Konduru Railway Station Area, A Konduru Main Road, Gandhi Nagar, Revenue Colony"
Vatsavai,NTR,"Vatsavai Main Bazar, Vatsavai RTC Bus Stand Area, Vatsavai Railway Station Area, Sai Nagar, Vatsavai Main Road, Maruthi Nagar"
